accession,serotype,year,year_basis,collection_date,first_public,host,strain,isolate,base_count,study_accession,source
LC553222,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-318,,1485,,ENA portal API
LC553223,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-341,,1485,,ENA portal API
LC553224,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-358,,1270,,ENA portal API
LC553225,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-458,,1485,,ENA portal API
LC553226,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-114,,671,,ENA portal API
LC553227,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-132,,1485,,ENA portal API
LC553228,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-137,,1485,,ENA portal API
LC553229,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-144,,1485,,ENA portal API
LC553230,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-145,,1485,,ENA portal API
LC553231,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-155,,1485,,ENA portal API
LC553232,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-156,,1485,,ENA portal API
LC553233,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-161,,1105,,ENA portal API
LC553234,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-166,,1485,,ENA portal API
LC553235,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-169,,1485,,ENA portal API
LC553236,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdi-15-185,,1485,,ENA portal API
LC553237,DENV-2,2015,collected,2015-09,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdi-15-140,,1485,,ENA portal API
LC553238,DENV-2,2015,collected,2015-09,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdi-15-148,,1485,,ENA portal API
LC553239,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-174,,1485,,ENA portal API
LC553240,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-178,,1485,,ENA portal API
LC553241,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-180,,1485,,ENA portal API
LC553242,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-197,,1485,,ENA portal API
LC553243,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-201,,1485,,ENA portal API
LC553244,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-215,,1485,,ENA portal API
LC553245,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-249,,1485,,ENA portal API
LC553246,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-275,,1485,,ENA portal API
LC553247,DENV-2,2015,collected,2015-08,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-280,,1485,,ENA portal API
LC553248,DENV-2,2015,collected,2015-09,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-322,,1485,,ENA portal API
LC553249,DENV-2,2015,collected,2015-09,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-324,,1485,,ENA portal API
LC553250,DENV-2,2015,collected,2015-10,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-464,,1485,,ENA portal API
LC553251,DENV-2,2015,collected,2015-10,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-465,,1485,,ENA portal API
LC553252,DENV-2,2015,collected,2015-10,2020-12-11,homo sapiens,DENV2/PHL/2015/Tdo-15-469,,1485,,ENA portal API
LC553253,DENV-4,2015,collected,2015-09,2020-12-11,homo sapiens,DENV4/PHL/2015/Tdi-15-141,,1485,,ENA portal API
LC553254,DENV-4,2015,collected,2015-08,2020-12-11,homo sapiens,DENV4/PHL/2015/Tdo-15-205,,1485,,ENA portal API
LC553255,DENV-4,2015,collected,2015-08,2020-12-11,homo sapiens,DENV4/PHL/2015/Tdo-15-207,,1104,,ENA portal API
LC553256,DENV-4,2015,collected,2015-08,2020-12-11,homo sapiens,DENV4/PHL/2015/Tdo-15-294,,1104,,ENA portal API
LC831888,DENV-1,2015,collected,2015-01,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-013,,1485,,ENA portal API
LC831889,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-114,,1485,,ENA portal API
LC831890,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-140,,1485,,ENA portal API
LC831891,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-154,,1485,,ENA portal API
LC831892,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-156,,1485,,ENA portal API
LC831893,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-159,,1485,,ENA portal API
LC831894,DENV-1,2015,collected,2015-07,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-161,,1485,,ENA portal API
LC831895,DENV-1,2015,collected,2015-08,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-293,,1485,,ENA portal API
LC831896,DENV-1,2015,collected,2015-09,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-381,,1485,,ENA portal API
LC831897,DENV-1,2015,collected,2015-10,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-452,,1485,,ENA portal API
LC831898,DENV-1,2015,collected,2015-11,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-473,,1485,,ENA portal API
LC831899,DENV-1,2015,collected,2015-11,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-476,,1485,,ENA portal API
LC831900,DENV-1,2015,collected,2015-11,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-490,,1485,,ENA portal API
LC831901,DENV-1,2015,collected,2015-11,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-493,,1485,,ENA portal API
LC831902,DENV-1,2015,collected,2015-12,2025-12-06,homo sapiens,DENV1/PHL/2015/Tdo-15-497,,1485,,ENA portal API
MH729972,DENV-2,2015,collected,2015,2020-07-10,Homo sapiens,,D2/FJ/196/2015,1485,,ENA portal API
MH729973,DENV-2,2015,collected,2015,2020-07-10,Homo sapiens,,D2/FJ/269/2015,1485,,ENA portal API
MH729987,DENV-3,2015,collected,2015,2020-07-10,Homo sapiens,,D3/FJ/267/2015,1479,,ENA portal API
MT832033,DENV-1,2015,collected,2015,2021-01-18,Homo sapiens,,AB204803_D1_2_cp1,10179,,ENA portal API
MT832034,DENV-1,2015,collected,2015,2021-01-18,Homo sapiens,,AB204803_D1_2,10141,,ENA portal API
MT832057,DENV-2,2015,collected,2015,2021-01-18,Homo sapiens,,KU509277_D2_3_cp1,10176,,ENA portal API
MT832058,DENV-2,2015,collected,2015,2021-01-18,Homo sapiens,,KU509277_D2_3,10176,,ENA portal API
KU517847,DENV-2,2016,published,03-Aug-2015,2016-07-25,Homo sapiens,,PH-CN77-15,10723,,ENA portal API
KU523871,DENV-4,2016,published,13-Feb-2014,2016-08-05,Homo sapiens,PH-CN08-14,,10589,,ENA portal API
KY495796,DENV-1,2016,collected,2016,2017-11-20,Homo sapiens,,Philippines 2016,1485,,ENA portal API
KY495822,DENV-3,2016,collected,2016,2017-11-20,Homo sapiens,,Philippines 2016,1479,,ENA portal API
LC128301,DENV-1,2016,collected,2016-01,2016-02-27,Homo sapiens,D1/Hu/Philippines/NIID13/2016,,10693,,ENA portal API
LC831903,DENV-1,2016,collected,2016-03,2025-12-06,homo sapiens,DENV1/PHL/2016/Tdo-16-025,,1485,,ENA portal API
LN870426,DENV-1,2016,published,30-Oct-2014,2016-08-24,Homo sapiens,1_S2014-383,,408,,ENA portal API
MH729990,DENV-3,2016,collected,2016,2020-07-10,Homo sapiens,,D3/FJ/641/2016,1479,,ENA portal API
LC831904,DENV-1,2017,collected,2017-01,2025-12-06,homo sapiens,DENV1/PHL/2017/Tdo-17-001,,1485,,ENA portal API
LN999955,unspecified,2017,published,,2017-02-22,Homo sapiens,,S2015-475,408,,ENA portal API
PX480245,DENV-1,2017,collected,2017-06-13,2026-01-01,Homo sapiens,,D17-1428,10735,,ENA portal API
PX480246,DENV-1,2017,collected,2017-12-07,2026-01-01,Homo sapiens,,D17-4002,10735,,ENA portal API
PX480332,DENV-3,2017,collected,2017-01-12,2026-01-01,Homo sapiens,,D17-0125,10707,,ENA portal API
PX480333,DENV-3,2017,collected,2017-01-03,2026-01-01,Homo sapiens,,D17-0131,10707,,ENA portal API
PX480334,DENV-3,2017,collected,2017-01-23,2026-01-01,Homo sapiens,,D17-0442,10707,,ENA portal API
PX480335,DENV-3,2017,collected,2017-01-28,2026-01-01,Homo sapiens,,D17-0445,10707,,ENA portal API
PX480336,DENV-3,2017,collected,2017-02-08,2026-01-01,Homo sapiens,,D17-0554,10707,,ENA portal API
PX480337,DENV-3,2017,collected,2017-03-01,2026-01-01,Homo sapiens,,D17-0764,10707,,ENA portal API
PX480338,DENV-3,2017,collected,2017-05-13,2026-01-01,Homo sapiens,,D17-1165,10707,,ENA portal API
PX480339,DENV-3,2017,collected,2017-07-01,2026-01-01,Homo sapiens,,D17-1464,10707,,ENA portal API
PX480340,DENV-3,2017,collected,2017-07-19,2026-01-01,Homo sapiens,,D17-1642,10707,,ENA portal API
PX480341,DENV-3,2017,collected,2017-07-24,2026-01-01,Homo sapiens,,D17-1790,10707,,ENA portal API
PX480342,DENV-3,2017,collected,2017-07-28,2026-01-01,Homo sapiens,,D17-1799,10707,,ENA portal API
PX480343,DENV-3,2017,collected,2017-07-26,2026-01-01,Homo sapiens,,D17-1829,10707,,ENA portal API
PX480344,DENV-3,2017,collected,2017-06-23,2026-01-01,Homo sapiens,,D17-1911,10707,,ENA portal API
PX480345,DENV-3,2017,collected,2017-08-17,2026-01-01,Homo sapiens,,D17-2232,10707,,ENA portal API
PX480346,DENV-3,2017,collected,2017-08-18,2026-01-01,Homo sapiens,,D17-2265,10707,,ENA portal API
PX480347,DENV-3,2017,collected,2017-10-02,2026-01-01,Homo sapiens,,D17-3024,10707,,ENA portal API
PX480348,DENV-3,2017,collected,2017-12-28,2026-01-01,Homo sapiens,,D18-0030,10707,,ENA portal API
PX480437,DENV-4,2017,collected,2017-02-06,2026-01-01,Homo sapiens,,D17-0537,10649,,ENA portal API
PX480438,DENV-4,2017,collected,2017-02-17,2026-01-01,Homo sapiens,,D17-0712,10649,,ENA portal API
PX480439,DENV-4,2017,collected,2017-05-07,2026-01-01,Homo sapiens,,D17-1206,10649,,ENA portal API
PX480440,DENV-4,2017,collected,2017-06-07,2026-01-01,Homo sapiens,,D17-1913,10649,,ENA portal API
KY709127,DENV-1,2018,published,03-Nov-2010,2018-03-01,Homo sapiens,SLH10-47/DENV1,,1485,,ENA portal API
KY709128,DENV-1,2018,published,06-Nov-2010,2018-03-01,Homo sapiens,SLH10-60/DENV1,,1485,,ENA portal API
KY709129,DENV-1,2018,published,09-Nov-2010,2018-03-01,Homo sapiens,SLH10-69/DENV1,,1485,,ENA portal API
KY709130,DENV-2,2018,published,01-Oct-2010,2018-03-01,Homo sapiens,SLH10-17/DENV2,,1485,,ENA portal API
KY709131,DENV-2,2018,published,05-Nov-2010,2018-03-01,Homo sapiens,SLH10-53/DENV2,,1485,,ENA portal API
KY709132,DENV-2,2018,published,06-Nov-2010,2018-03-01,Homo sapiens,SLH10-59/DENV2,,1485,,ENA portal API
KY709133,DENV-3,2018,published,18-Oct-2010,2018-03-01,Homo sapiens,SLH10-29/DENV3,,1479,,ENA portal API
KY709134,DENV-3,2018,published,26-Oct-2010,2018-03-01,Homo sapiens,SLH10-41/DENV3,,1479,,ENA portal API
KY709135,DENV-3,2018,published,09-Nov-2010,2018-03-01,Homo sapiens,SLH10-67/DENV3,,1479,,ENA portal API
KY709136,DENV-4,2018,published,28-Sep-2010,2018-03-01,Homo sapiens,SLH10-8/DENV4,,1485,,ENA portal API
LC421503,DENV-2,2018,collected,2018-08-10,2018-10-03,Homo sapiens,D2/Hu/Phillippine/Kng/18D004,,712,,ENA portal API
PP234924,DENV-3,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,101-006-051,10656,,ENA portal API
PP234925,DENV-3,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,100-006-050,10656,,ENA portal API
PP234926,DENV-3,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,171-06-124,10651,,ENA portal API
PP234941,DENV-1,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,49-ITM-043,10678,,ENA portal API
PP234942,DENV-1,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,164-06-116,4418,,ENA portal API
PP234951,DENV-1,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,68-006-018,10684,,ENA portal API
PP234959,DENV-1,2018,collected,2018-07-01,2024-02-05,Homo sapiens,,168-06-120,10684,,ENA portal API
PQ357537,DENV-1,2018,collected,2018-10-24,2024-09-28,Homo sapiens,,18GZ26171_D1_PHL,10735,,ENA portal API
PX480247,DENV-1,2018,collected,2018-01-14,2026-01-01,Homo sapiens,,D18-0192,10735,,ENA portal API
PX480248,DENV-1,2018,collected,2018-04-26,2026-01-01,Homo sapiens,,D18-0450,10735,,ENA portal API
PX480249,DENV-1,2018,collected,2018-07-16,2026-01-01,Homo sapiens,,D18-1004,10735,,ENA portal API
PX480250,DENV-1,2018,collected,2018-07-24,2026-01-01,Homo sapiens,,D18-1115,10735,,ENA portal API
PX480251,DENV-1,2018,collected,2018-07-22,2026-01-01,Homo sapiens,,D18-1197,10735,,ENA portal API
PX480252,DENV-1,2018,collected,2018-07-29,2026-01-01,Homo sapiens,,D18-1208,10735,,ENA portal API
PX480253,DENV-1,2018,collected,2018-08-03,2026-01-01,Homo sapiens,,D18-1350,10735,,ENA portal API
PX480254,DENV-1,2018,collected,2018-08-08,2026-01-01,Homo sapiens,,D18-1378,10735,,ENA portal API
PX480255,DENV-1,2018,collected,2018-08-01,2026-01-01,Homo sapiens,,D18-1391,10735,,ENA portal API
PX480256,DENV-1,2018,collected,2018-08-09,2026-01-01,Homo sapiens,,D18-1424,10735,,ENA portal API
PX480257,DENV-1,2018,collected,2018-08-08,2026-01-01,Homo sapiens,,D18-1451,10735,,ENA portal API
PX480258,DENV-1,2018,collected,2018-08-12,2026-01-01,Homo sapiens,,D18-1530,10735,,ENA portal API
PX480259,DENV-1,2018,collected,2018-08-15,2026-01-01,Homo sapiens,,D18-1602,10735,,ENA portal API
PX480260,DENV-1,2018,collected,2018-08-28,2026-01-01,Homo sapiens,,D18-1980,10735,,ENA portal API
PX480261,DENV-1,2018,collected,2018-08-29,2026-01-01,Homo sapiens,,D18-2000,10735,,ENA portal API
PX480262,DENV-1,2018,collected,2018-07-20,2026-01-01,Homo sapiens,,D18-2011,10735,,ENA portal API
PX480263,DENV-1,2018,collected,2018-09-06,2026-01-01,Homo sapiens,,D18-2054,10735,,ENA portal API
PX480264,DENV-1,2018,collected,2018-09-09,2026-01-01,Homo sapiens,,D18-2238,10735,,ENA portal API
PX480265,DENV-1,2018,collected,2018-09-12,2026-01-01,Homo sapiens,,D18-2277,10735,,ENA portal API
PX480266,DENV-1,2018,collected,2018-10-20,2026-01-01,Homo sapiens,,D18-2811,10735,,ENA portal API
PX480267,DENV-1,2018,collected,2018-10-28,2026-01-01,Homo sapiens,,D18-2893,10735,,ENA portal API
PX480268,DENV-1,2018,collected,2018-11-02,2026-01-01,Homo sapiens,,D18-2935,10735,,ENA portal API
PX480269,DENV-1,2018,collected,2018-11-14,2026-01-01,Homo sapiens,,D18-3093,10735,,ENA portal API
PX480270,DENV-1,2018,collected,2018-11-19,2026-01-01,Homo sapiens,,D18-3207,10735,,ENA portal API
PX480301,DENV-2,2018,collected,2018-02-02,2026-01-01,Homo sapiens,,D18-0217,10723,,ENA portal API
PX480302,DENV-2,2018,collected,2018-07-24,2026-01-01,Homo sapiens,,D18-1111,10723,,ENA portal API
PX480303,DENV-2,2018,collected,2018-07-18,2026-01-01,Homo sapiens,,D18-1165,10723,,ENA portal API
PX480304,DENV-2,2018,collected,2018-08-08,2026-01-01,Homo sapiens,,D18-1377,10723,,ENA portal API
PX480305,DENV-2,2018,collected,2018-08-13,2026-01-01,Homo sapiens,,D18-1556,10723,,ENA portal API
PX480306,DENV-2,2018,collected,2018-08-21,2026-01-01,Homo sapiens,,D18-1676,10723,,ENA portal API
PX480307,DENV-2,2018,collected,2018-08-19,2026-01-01,Homo sapiens,,D18-1693,10723,,ENA portal API
PX480308,DENV-2,2018,collected,2018-08-27,2026-01-01,Homo sapiens,,D18-1974,10723,,ENA portal API
PX480309,DENV-2,2018,collected,2018-09-18,2026-01-01,Homo sapiens,,D18-2292,10723,,ENA portal API
PX480310,DENV-2,2018,collected,2018-09-29,2026-01-01,Homo sapiens,,D18-2646,10723,,ENA portal API
PX480311,DENV-2,2018,collected,2018-11-22,2026-01-01,Homo sapiens,,D18-3201,10723,,ENA portal API
PX480312,DENV-2,2018,collected,2018-12-05,2026-01-01,Homo sapiens,,D18-3349,10723,,ENA portal API
PX480349,DENV-3,2018,collected,2018-01-02,2026-01-01,Homo sapiens,,D18-0052,10707,,ENA portal API
PX480350,DENV-3,2018,collected,2018-01-02,2026-01-01,Homo sapiens,,D18-0064,10707,,ENA portal API
PX480351,DENV-3,2018,collected,2018-01-16,2026-01-01,Homo sapiens,,D18-0169,10707,,ENA portal API
PX480352,DENV-3,2018,collected,2018-01-22,2026-01-01,Homo sapiens,,D18-0200,10707,,ENA portal API
PX480353,DENV-3,2018,collected,2018-03-15,2026-01-01,Homo sapiens,,D18-0361,10707,,ENA portal API
PX480354,DENV-3,2018,collected,2018-04-01,2026-01-01,Homo sapiens,,D18-0403,10707,,ENA portal API
PX480355,DENV-3,2018,collected,2018-04-24,2026-01-01,Homo sapiens,,D18-0457,10707,,ENA portal API
PX480356,DENV-3,2018,collected,2018-05-22,2026-01-01,Homo sapiens,,D18-0515,10707,,ENA portal API
PX480357,DENV-3,2018,collected,2018-05-14,2026-01-01,Homo sapiens,,D18-0775,10707,,ENA portal API
PX480358,DENV-3,2018,collected,2018-06-08,2026-01-01,Homo sapiens,,D18-0822,10707,,ENA portal API
PX480359,DENV-3,2018,collected,2018-06-22,2026-01-01,Homo sapiens,,D18-0978,10707,,ENA portal API
PX480360,DENV-3,2018,collected,2018-06-17,2026-01-01,Homo sapiens,,D18-0989,10707,,ENA portal API
PX480361,DENV-3,2018,collected,2018-07-19,2026-01-01,Homo sapiens,,D18-1202,10707,,ENA portal API
PX480362,DENV-3,2018,collected,2018-07-30,2026-01-01,Homo sapiens,,D18-1315,10707,,ENA portal API
PX480363,DENV-3,2018,collected,2018-07-12,2026-01-01,Homo sapiens,,D18-1342,10707,,ENA portal API
PX480364,DENV-3,2018,collected,2018-08-04,2026-01-01,Homo sapiens,,D18-1361,10707,,ENA portal API
PX480365,DENV-3,2018,collected,2018-08-08,2026-01-01,Homo sapiens,,D18-1380,10707,,ENA portal API
PX480366,DENV-3,2018,collected,2018-06-25,2026-01-01,Homo sapiens,,D18-1658,10707,,ENA portal API
PX480367,DENV-3,2018,collected,2018-08-22,2026-01-01,Homo sapiens,,D18-1684,10707,,ENA portal API
PX480368,DENV-3,2018,collected,2018-08-19,2026-01-01,Homo sapiens,,D18-1697,10707,,ENA portal API
PX480369,DENV-3,2018,collected,2018-07-08,2026-01-01,Homo sapiens,,D18-1932,10707,,ENA portal API
PX480370,DENV-3,2018,collected,2018-09-01,2026-01-01,Homo sapiens,,D18-1986,10707,,ENA portal API
PX480371,DENV-3,2018,collected,2018-08-28,2026-01-01,Homo sapiens,,D18-1991,10707,,ENA portal API
PX480372,DENV-3,2018,collected,2018-08-28,2026-01-01,Homo sapiens,,D18-1993,10707,,ENA portal API
PX480373,DENV-3,2018,collected,2018-08-28,2026-01-01,Homo sapiens,,D18-1999,10707,,ENA portal API
PX480374,DENV-3,2018,collected,2018-08-28,2026-01-01,Homo sapiens,,D18-2001,10707,,ENA portal API
PX480375,DENV-3,2018,collected,2018-09-16,2026-01-01,Homo sapiens,,D18-2287,10707,,ENA portal API
PX480376,DENV-3,2018,collected,2018-09-18,2026-01-01,Homo sapiens,,D18-2291,10707,,ENA portal API
PX480377,DENV-3,2018,collected,2018-09-18,2026-01-01,Homo sapiens,,D18-2300,10707,,ENA portal API
PX480378,DENV-3,2018,collected,2018-09-10,2026-01-01,Homo sapiens,,D18-2384,10707,,ENA portal API
PX480379,DENV-3,2018,collected,2018-09-17,2026-01-01,Homo sapiens,,D18-2531,10707,,ENA portal API
PX480380,DENV-3,2018,collected,2018-09-22,2026-01-01,Homo sapiens,,D18-2582,10707,,ENA portal API
PX480381,DENV-3,2018,collected,2018-10-15,2026-01-01,Homo sapiens,,D18-2787,10707,,ENA portal API
PX480382,DENV-3,2018,collected,2018-10-21,2026-01-01,Homo sapiens,,D18-2841,10707,,ENA portal API
PX480383,DENV-3,2018,collected,2018-10-22,2026-01-01,Homo sapiens,,D18-2883,10707,,ENA portal API
PX480384,DENV-3,2018,collected,2018-11-05,2026-01-01,Homo sapiens,,D18-2897,10707,,ENA portal API
PX480385,DENV-3,2018,collected,2018-11-08,2026-01-01,Homo sapiens,,D18-2954,10707,,ENA portal API
PX480386,DENV-3,2018,collected,2018-11-11,2026-01-01,Homo sapiens,,D18-3076,10707,,ENA portal API
PX480387,DENV-3,2018,collected,2018-11-15,2026-01-01,Homo sapiens,,D18-3077,10707,,ENA portal API
PX480388,DENV-3,2018,collected,2018-11-21,2026-01-01,Homo sapiens,,D18-3282,10707,,ENA portal API
PX480389,DENV-3,2018,collected,2018-12-14,2026-01-01,Homo sapiens,,D18-3322,10707,,ENA portal API
PX480390,DENV-3,2018,collected,2018-11-22,2026-01-01,Homo sapiens,,D18-3368,10707,,ENA portal API
PX480391,DENV-3,2018,collected,2018-12-18,2026-01-01,Homo sapiens,,D19-0021,10707,,ENA portal API
PX480396,DENV-3,2018,collected,2018-12-18,2026-01-01,Homo sapiens,,D19-0332,10707,,ENA portal API
PX480398,DENV-3,2018,collected,2018-11-29,2026-01-01,Homo sapiens,,D19-0447,10707,,ENA portal API
PX480441,DENV-4,2018,collected,2018-01-22,2026-01-01,Homo sapiens,,D18-0170,10649,,ENA portal API
PX480442,DENV-4,2018,collected,2018-09-06,2026-01-01,Homo sapiens,,D18-2040,10649,,ENA portal API
MK268743,DENV-2,2019,published,Aug-2015,2019-02-13,Aedes aegypti,,MOS.AS2-2,676,,ENA portal API
MK268744,DENV-4,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.AS10-29,469,,ENA portal API
MK268745,DENV-4,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.AS10-49,469,,ENA portal API
MK268746,DENV-4,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.AS12-4,469,,ENA portal API
MK268747,DENV-2,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SB4-12,279,,ENA portal API
MK268748,DENV-2,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SB4-22,684,,ENA portal API
MK268749,DENV-2,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SB4-53,278,,ENA portal API
MK268750,DENV-2,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SI1-1,684,,ENA portal API
MK268751,DENV-1,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SI5-5,456,,ENA portal API
MK268752,DENV-2,2019,published,Sep-2015,2019-02-13,Aedes aegypti,,MOS.SI6-3,685,,ENA portal API
MN027545,DENV-4,2019,published,09-Jul-2015,2019-08-05,Homo sapiens,,173,1485,,ENA portal API
MN027546,DENV-4,2019,published,10-Aug-2015,2019-08-05,Homo sapiens,,310,1485,,ENA portal API
MN027547,DENV-4,2019,published,14-Aug-2015,2019-08-05,Homo sapiens,,322,1485,,ENA portal API
MN027548,DENV-4,2019,published,18-Aug-2015,2019-08-05,Homo sapiens,,334,1485,,ENA portal API
MN027549,DENV-4,2019,published,18-Aug-2015,2019-08-05,Homo sapiens,,336,1485,,ENA portal API
MN027550,DENV-4,2019,published,17-Aug-2015,2019-08-05,Homo sapiens,,337,1485,,ENA portal API
MN027551,DENV-4,2019,published,22-Aug-2015,2019-08-05,Homo sapiens,,363,1485,,ENA portal API
MN027552,DENV-4,2019,published,25-Aug-2015,2019-08-05,Homo sapiens,,379,1485,,ENA portal API
MN027553,DENV-4,2019,published,25-Aug-2015,2019-08-05,Homo sapiens,,380,1485,,ENA portal API
MN027554,DENV-4,2019,published,23-Aug-2015,2019-08-05,Homo sapiens,,382,1485,,ENA portal API
MN027555,DENV-4,2019,published,29-Aug-2015,2019-08-05,Homo sapiens,,402,1485,,ENA portal API
MN027556,DENV-4,2019,published,29-Aug-2015,2019-08-05,Homo sapiens,,405,1485,,ENA portal API
MN027557,DENV-4,2019,published,15-Sep-2015,2019-08-05,Homo sapiens,,444,1485,,ENA portal API
MN027558,DENV-4,2019,published,15-Nov-2015,2019-08-05,Homo sapiens,,573,1485,,ENA portal API
MN027559,DENV-4,2019,published,16-Oct-2016,2019-08-05,Homo sapiens,,991,1485,,ENA portal API
OQ821493,DENV-2,2019,collected,2019-07-31,2023-06-14,Homo sapiens,200380,DENV2/Philippines/2019-07-31/Yale-DN00468,10525,PRJNA951702,ENA portal API
OQ919688,DENV-2,2019,collected,2019-09-27,2023-06-14,Homo sapiens,200417,DENV2/Philippines/2019-09-27/Yale-DN00665,10512,,ENA portal API
PP234923,DENV-3,2019,collected,2019-07-01,2024-02-05,Homo sapiens,,47-ITM-040,10656,,ENA portal API
PP234952,DENV-1,2019,collected,2019-07-01,2024-02-05,Homo sapiens,,269-06-221,10660,,ENA portal API
PX480271,DENV-1,2019,collected,2019-05-04,2026-01-01,Homo sapiens,,D19-1187,10735,,ENA portal API
PX480272,DENV-1,2019,collected,2019-08-02,2026-01-01,Homo sapiens,,D19-1191,10735,,ENA portal API
PX480273,DENV-1,2019,collected,2019-05-17,2026-01-01,Homo sapiens,,D19-1283,10735,,ENA portal API
PX480274,DENV-1,2019,collected,2019-05-27,2026-01-01,Homo sapiens,,D19-1288,10735,,ENA portal API
PX480275,DENV-1,2019,collected,2019-05-29,2026-01-01,Homo sapiens,,D19-1320,10735,,ENA portal API
PX480276,DENV-1,2019,collected,2019-06-24,2026-01-01,Homo sapiens,,D19-1581,10735,,ENA portal API
PX480277,DENV-1,2019,collected,2019-07-09,2026-01-01,Homo sapiens,,D19-1865,10735,,ENA portal API
PX480278,DENV-1,2019,collected,2019-07-14,2026-01-01,Homo sapiens,,D19-1893,10735,,ENA portal API
PX480279,DENV-1,2019,collected,2019-07-15,2026-01-01,Homo sapiens,,D19-1894,10735,,ENA portal API
PX480280,DENV-1,2019,collected,2019-07-24,2026-01-01,Homo sapiens,,D19-1946,10735,,ENA portal API
